Date,Time,Money
24-Dec-09,6.13%,-21.18%
28-Dec-09,5.40%,-23.15%
29-Dec-09,5.34%,-23.26%
30-Dec-09,5.24%,-23.05%
31-Dec-09,4.45%,-23.08%
4-Jan-10,4.85%,-21.57%
5-Jan-10,5.06%,-21.46%
6-Jan-10,5.21%,-21.30%
7-Jan-10,5.08%,-20.98%
8-Jan-10,4.81%,-19.32%
11-Jan-10,3.57%,-19.04%
12-Jan-10,3.35%,-19.64%
13-Jan-10,4.32%,-18.95%
14-Jan-10,4.83%,-18.89%
15-Jan-10,4.54%,-19.01%
19-Jan-10,5.83%,-18.95%
20-Jan-10,5.06%,-19.94%
21-Jan-10,2.93%,-20.41%
22-Jan-10,-0.44%,-22.45%
25-Jan-10,0.29%,-25.91%
26-Jan-10,1.15%,-25.54%
27-Jan-10,1.23%,-25.31%
28-Jan-10,1.10%,-22.21%
29-Jan-10,0.65%,-22.80%
1-Feb-10,1.67%,-21.74%
2-Feb-10,2.51%,-20.83%
3-Feb-10,2.22%,-21.20%
4-Feb-10,-0.75%,-21.95%
5-Feb-10,0.52%,-21.83%
8-Feb-10,-0.41%,-22.38%
9-Feb-10,0.51%,-22.36%
10-Feb-10,0.62%,-22.79%
11-Feb-10,1.11%,-22.28%
12-Feb-10,1.46%,-21.77%
16-Feb-10,2.31%,-23.21%
17-Feb-10,2.59%,-21.06%
18-Feb-10,3.56%,-21.03%
19-Feb-10,3.78%,-20.46%
22-Feb-10,3.27%,-21.69%
23-Feb-10,2.31%,-21.66%
24-Feb-10,2.75%,-21.02%
25-Feb-10,2.65%,-21.16%
26-Feb-10,2.72%,-21.07%
1-Mar-10,3.84%,-21.87%
2-Mar-10,3.51%,-20.27%
3-Mar-10,3.23%,-19.61%
4-Mar-10,3.37%,-19.38%
5-Mar-10,4.31%,-20.05%
8-Mar-10,3.95%,-20.44%
9-Mar-10,4.00%,-20.33%
10-Mar-10,4.13%,-20.04%
11-Mar-10,3.92%,-20.07%
12-Mar-10,4.17%,-18.77%
15-Mar-10,4.11%,-20.76%
16-Mar-10,4.29%,-20.33%
17-Mar-10,4.97%,-19.85%
18-Mar-10,4.96%,-19.09%
19-Mar-10,4.88%,-19.83%
22-Mar-10,4.30%,-19.82%
23-Mar-10,4.93%,-19.08%
24-Mar-10,4.44%,-16.23%
25-Mar-10,4.07%,-16.70%
26-Mar-10,4.24%,-17.15%
29-Mar-10,4.30%,-17.72%
30-Mar-10,4.39%,-17.62%
31-Mar-10,4.33%,-17.19%
1-Apr-10,4.51%,-16.36%
5-Apr-10,4.34%,-16.68%
6-Apr-10,5.06%,-16.14%
7-Apr-10,4.75%,-17.41%
8-Apr-10,5.02%,-16.98%
9-Apr-10,5.19%,-16.76%
12-Apr-10,5.08%,-16.79%
13-Apr-10,5.11%,-16.71%
14-Apr-10,5.72%,-18.03%
15-Apr-10,5.62%,-18.31%
16-Apr-10,4.89%,-20.22%
19-Apr-10,6.28%,-19.38%
20-Apr-10,6.94%,-18.13%
21-Apr-10,6.87%,-17.13%
22-Apr-10,6.71%,-15.71%
23-Apr-10,6.31%,-15.07%
26-Apr-10,5.43%,-16.26%
27-Apr-10,2.72%,-21.29%
28-Apr-10,4.06%,-21.13%
29-Apr-10,5.47%,-21.95%
30-Apr-10,3.73%,-23.48%
3-May-10,4.94%,-21.35%
4-May-10,3.55%,-26.97%
5-May-10,3.32%,-26.20%
6-May-10,0.87%,-30.22%
7-May-10,-4.42%,-36.83%
10-May-10,1.62%,-24.80%
11-May-10,1.41%,-22.21%
12-May-10,2.10%,-24.11%
13-May-10,1.48%,-23.94%
14-May-10,-1.21%,-27.80%
17-May-10,0.71%,-26.48%
18-May-10,-0.92%,-29.44%
19-May-10,-1.47%,-31.00%
20-May-10,-6.36%,-35.43%
21-May-10,-2.44%,-33.80%
24-May-10,-1.48%,-33.20%
25-May-10,-0.10%,-30.04%
26-May-10,-0.69%,-28.22%
27-May-10,2.29%,-26.68%
28-May-10,0.72%,-27.62%
1-Jun-10,-2.44%,-28.02%
2-Jun-10,1.31%,-26.04%
3-Jun-10,0.88%,-27.90%
4-Jun-10,-2.44%,-27.51%
7-Jun-10,-2.92%,-27.67%
8-Jun-10,-1.08%,-25.42%
9-Jun-10,-1.11%,-25.54%
10-Jun-10,0.84%,-25.93%
11-Jun-10,1.59%,-23.05%
14-Jun-10,1.63%,-23.05%
15-Jun-10,2.91%,-23.22%
16-Jun-10,2.65%,-21.74%
17-Jun-10,2.76%,-21.02%
18-Jun-10,3.51%,-23.43%
21-Jun-10,2.72%,-24.08%
22-Jun-10,1.05%,-26.51%
23-Jun-10,1.47%,-24.18%
24-Jun-10,-0.16%,-27.69%
25-Jun-10,1.37%,-26.33%
28-Jun-10,1.32%,-27.39%
29-Jun-10,-1.42%,-27.11%
30-Jun-10,-0.92%,-27.03%
1-Jul-10,-0.14%,-25.78%
2-Jul-10,1.84%,-26.11%
6-Jul-10,1.41%,-23.74%
7-Jul-10,3.27%,-22.71%
8-Jul-10,3.45%,-21.22%
9-Jul-10,4.09%,-21.68%
12-Jul-10,3.42%,-20.88%
13-Jul-10,3.84%,-20.19%
14-Jul-10,4.01%,-19.29%
15-Jul-10,4.37%,-21.28%
16-Jul-10,2.63%,-22.39%
19-Jul-10,4.76%,-22.14%
20-Jul-10,4.96%,-20.52%
21-Jul-10,2.95%,-23.02%
22-Jul-10,4.16%,-22.40%
23-Jul-10,4.56%,-22.36%
26-Jul-10,5.01%,-21.34%
27-Jul-10,4.69%,-21.32%
28-Jul-10,4.00%,-21.78%
29-Jul-10,4.18%,-20.24%
30-Jul-10,3.93%,-19.65%
2-Aug-10,4.60%,-18.33%
